03400|1200
03410|1200
03420|1200
03430|1200
03440|1200
03450|1200
03460|1200
03470|2200
03480|1200
03490|1200
03401|1000
03411|1000
03421|1000
03431|1000
03441|1400
03451|1000
03461|1000
03471|1000
03481|1000
03491|2000
03402|1000
03412|1000
03422|1000
03432|2000
03442|1000
03452|1000
03462|1000
03472|1000
03482|1000
03492|1000
03403|1000
03413|1000
03423|1000
03433|1000
03443|1000
03453|1000
03463|1000
03473|1000
03483|1000
03493|1000
03404|1200
03414|1200
03424|1600
03434|1200
03444|1200
03454|1200
03464|1200
03474|1200
03484|1200
03494|1200
03405|1000
03415|1000
03425|1000
03435|7100
03445|1000
03455|1000
03465|1000
03475|1000
03485|1000
03495|1000
03406|1000
03416|1000
03426|1000
03436|750000
03446|1000
03456|1000
03466|1000
03476|1000
03486|1000
03496|1000
03407|1600
03417|1200
03427|1200
03437|7300
03447|1200
03457|1200
03467|1200
03477|1200
03487|1200
03497|1200
03408|1000
03418|2000
03428|1400
03438|1000
03448|1000
03458|1000
03468|1000
03478|1000
03488|1000
03498|1000
03409|1000
03419|1000
03429|1000
03439|1000
03449|1000
03459|1000
03469|1400
03479|1000
03489|1000
03499|1000
05500|1200
05510|1200
05520|1200
05530|1200
05540|1200
05550|1200
05560|1200
05570|3200
05580|1200
05590|1200
05501|1000
05511|1000
05521|2000
05531|1000
05541|1400
05551|1000
05561|1000
05571|1000
05581|1000
05591|1000
05502|1000
05512|1000
05522|1000
05532|1000
05542|1000
05552|1000
05562|1000
05572|1000
05582|1000
05592|1000
05503|1000
05513|1000
05523|1000
05533|1000
05543|1000
05553|1000
05563|1000
05573|1000
05583|1000
05593|1000
05504|1200
05514|1200
05524|1600
05534|1200
05544|1200
05554|1200
05564|1200
05574|1200
05584|1200
05594|1200
05505|1000
05515|1000
05525|1000
05535|1000
05545|1000
05555|1000
05565|1000
05575|1000
05585|1000
05595|1000
05506|1000
05516|1000
05526|1000
05536|1000
05546|1000
05556|1000
05566|1000
05576|1000
05586|1000
05596|1000
05507|1600
05517|1200
05527|1200
05537|1200
05547|1200
05557|1200
05567|1200
05577|1200
05587|250200
05597|1200
05508|1000
05518|1000
05528|1400
05538|1000
05548|1000
05558|1000
05568|1000
05578|1000
05588|1000
05598|1000
05509|1000
05519|1000
05529|1000
05539|1000
05549|1000
05559|1000
05569|1400
05579|1000
05589|1000
05599|1000
19500|1200
19510|1200
19520|1200
19530|1200
19540|1200
19550|1200
19560|1200
19570|2000000
19580|1200
19590|1200
19501|1000
19511|1000
19521|2000
19531|1000
19541|1400
19551|1000
19561|1000
19571|13000
19581|1000
19591|1000
19502|1000
19512|1000
19522|1000
19532|1000
19542|1000
19552|1000
19562|1000
19572|1000
19582|1000
19592|1000
19503|1000
19513|1000
19523|1000
19533|1000
19543|1000
19553|1000
19563|1000
19573|1000
19583|1000
19593|1000
19504|1200
19514|1200
19524|1600
19534|1200
19544|1200
19554|1200
19564|1200
19574|1200
19584|1200
19594|1200
19505|1000
19515|1000
19525|1000
19535|1000
19545|1000
19555|1000
19565|1000
19575|1000
19585|1000
19595|1000
19506|1000
19516|1000
19526|1000
19536|1000
19546|1000
19556|1000
19566|1000
19576|1000
19586|1000
19596|1000
19507|1600
19517|1200
19527|1200
19537|1200
19547|1200
19557|1200
19567|1200
19577|1200
19587|1200
19597|1200
19508|1000
19518|1000
19528|1400
19538|1000
19548|1000
19558|1000
19568|1000
19578|1000
19588|1000
19598|1000
19509|1000
19519|1000
19529|1000
19539|1000
19549|1000
19559|1000
19569|13400
19579|1000
19589|1000
19599|1000
3350|3700
010|1200
570|2200
70|1200
0|200
491|1000
521|1000
741|1400
41|400
432|1000
672|1000
173|1000
24|600
4|200
835|1000
935|1000
3156|3500
436|1000
926|1000
936|1000
07|600
7|200
418|1000
918|1000
28|400
159|1000
69|400
