12700|300
12710|360
12720|300
12730|360
12740|12300
12750|300
12760|300
12770|300
12780|300
12790|300
12701|330
12711|330
12721|390
12731|330
12741|300000
12751|330
12761|330
12771|330
12781|330
12791|330
12702|300
12712|300
12722|300
12732|300
12742|12300
12752|300
12762|300
12772|300
12782|300
12792|300
12703|300
12713|300
12723|300
12733|300
12743|360
12753|300
12763|300
12773|300
12783|300
12793|300
12704|330
12714|330
12724|330
12734|330
12744|330
12754|330
12764|330
12774|330
12784|390
12794|330
12705|300
12715|300
12725|300
12735|300
12745|300
12755|300
12765|300
12775|300
12785|300
12795|300
12706|360
12716|300
12726|300
12736|300
12746|300
12756|300
12766|300
12776|300
12786|300
12796|300
12707|300
12717|300
12727|300
12737|300
12747|360
12757|300
12767|300
12777|300
12787|300
12797|300
12708|300
12718|300
12728|300
12738|300
12748|300
12758|300
12768|300
12778|300
12788|300
12798|300
12709|330
12719|330
12729|330
12739|390
12749|330
12759|330
12769|330
12779|330
12789|390
12799|330
96800|150
96810|210
96820|150
96830|210
96840|150
96850|150
96860|150
96870|150
96880|150
96890|150
96801|180
96811|180
96821|240
96831|180
96841|240
96851|180
96861|180
96871|180
96881|180
96891|180
96802|150
96812|150
96822|150
96832|150
96842|150
96852|150
96862|150
96872|150
96882|150
96892|150
96803|150
96813|150
96823|7620
96833|150
96843|210
96853|150
96863|150
96873|150
96883|150
96893|150
96804|180
96814|180
96824|60030
96834|180
96844|180
96854|180
96864|180
96874|180
96884|240
96894|180
96805|150
96815|150
96825|7620
96835|150
96845|300
96855|150
96865|150
96875|150
96885|150
96895|150
96806|210
96816|150
96826|150
96836|150
96846|150
96856|150
96866|150
96876|150
96886|150
96896|150
96807|150
96817|150
96827|150
96837|150
96847|210
96857|150
96867|150
96877|150
96887|150
96897|150
96808|150
96818|150
96828|150
96838|150
96848|150
96858|150
96868|150
96878|150
96888|150
96898|150
96809|180
96819|180
96829|180
96839|240
96849|180
96859|180
96869|180
96879|180
96889|240
96899|180
6310|810
10|60
30|60
2741|990
361|180
741|240
21|90
41|90
1|30
412|150
1053|750
043|210
43|60
7424|780
194|180
84|90
4|30
845|150
06|60
47|60
1078|750
488|150
959|180
39|90
89|90
9|30
